Local ID	Other Protein ID	Profile superfamily	Profile ID	E-value	Identity cluster	Order of leaves in full sequence tree	Superclusters based on CARF/SAVED domain tree	Final group assignments	Genome Name	Protein Length	CDD asignments, automatic with E-value 0.0001 (CARF only)	Domain organization	TMHMM result	Current genbank annotation	Potential Ring Nucleases	RN group
MK_CARF_00012534	WP_089418299.1	CARF	CARF.449.FASTA	9.73E-35	3624	6164	CL1_CARF	RtcR_PspF2	Vitreoscilla filiformis	506	COG2204	CARF_AAA_HTH		sigma-54-dependent Fis family transcriptional regulator	Non-RN	
MK_CARF_00012302	WP_096451019.1	CARF	CARF.449.FASTA	7.23E-40	4468	6165	CL1_CARF	RtcR_PspF2	Thauera sp. K11	508	COG2204	CARF_AAA_HTH		Fis family transcriptional regulator	Non-RN	
MK_CARF_00012328	WP_125971456.1	CARF	CARF.449.FASTA	1.1E-40	3349	6166	CL1_CARF	RtcR_PspF2	Iodobacter sp. H11R3	516	COG2204	CARF_AAA_HTH		sigma-54-dependent Fis family transcriptional regulator	Non-RN	
MK_CARF_00012583	WP_087447200.1	CARF	CARF.449.FASTA	8.91E-33	4471	6167	CL1_CARF	RtcR_PspF2	Sulfuriferula sp. AH1	501	COG2204	CARF_AAA_HTH		sigma-54-dependent Fis family transcriptional regulator	RN(1)	RN_2_8
MK_CARF_00012657	WP_094098213.1	CARF	CARF.449.FASTA	4.5E-31	3643	6168	CL1_CARF	RtcR_PspF2	Acidovorax sp. NA3	505	COG2204	CARF_AAA_HTH		AAA family ATPase	RN(1)	RN_2_8
MK_CARF_00012488	WP_107219949.1	CARF	CARF.449.FASTA	1.31E-33	3630	6169	CL1_CARF	RtcR_PspF2	Thauera aromatica	505	COG2204	CARF_AAA_HTH		AAA family ATPase	RN(1)	RN_2_8
MK_CARF_00012403	WP_076072450.1	CARF	CARF.449.FASTA	1.35E-35	3335	6170	CL1_CARF	RtcR_PspF2	Rhodoferax antarcticus	505	pfam06956,COG2204	CARF_AAA_HTH		AAA family ATPase	RN(1)	RN_2_8
MK_CARF_00012248	WP_062884237.1	CARF	CARF.449.FASTA	3.3E-39	1998	6171	CL1_CARF	RtcR_PspF2	Burkholderia cenocepacia	497	pfam06956,COG2204	CARF_AAA_HTH		sigma-54-dependent Fis family transcriptional regulator	RN(1)	RN_2_8
MK_CARF_00012951	WP_024267628.1	CARF	CARF.449.FASTA	2.53E-23	1061	6172	CL1_CARF	RtcR_PspF2	Salinispira pacifica	500	COG2204	CARF_AAA_HTH		sigma-54-dependent Fis family transcriptional regulator	Non-RN	
MK_CARF_00012849	WP_082840513.1	CARF	CARF.449.FASTA	1.58E-27	597	6173	CL1_CARF	RtcR_PspF2	Gemmata sp. SH-PL17	533	COG2204	CARF_AAA_HTH		sigma-54-dependent Fis family transcriptional regulator	Non-RN	
MK_CARF_00010289	WP_129579164.1	CARF	CARF.29.FASTA	3.41E-86	714	6174	CL1_CARF	RtcR_PspF2	Sorangium cellulosum	515	COG2204	CARF_AAA_HTH		AAA family ATPase	Non-RN	
MK_CARF_00010288	WP_020740091.1	CARF	CARF.29.FASTA	3.41E-86	3937	6175	CL1_CARF	RtcR_PspF2	Sorangium cellulosum	515	COG2204	CARF_AAA_HTH		acetoacetate metabolism regulatory protein AtoC	Non-RN	
MK_CARF_00010245	WP_012239617.1	CARF	CARF.29.FASTA	1.05E-89	1725	6176	CL1_CARF	RtcR_PspF2	Sorangium cellulosum	523	COG2204	CARF_AAA_HTH		sigma-54-dependent Fis family transcriptional regulator	Non-RN	
MK_CARF_00010273	WP_104984939.1	CARF	CARF.29.FASTA	2.56E-84	1093	6177	CL1_CARF	RtcR_PspF2	Sorangium cellulosum	522	pfam06956,COG2204	CARF_AAA_HTH		Fis family transcriptional regulator	Non-RN	
MK_CARF_00010232	WP_129352775.1	CARF	CARF.29.FASTA	5.61E-87	2529	6178	CL1_CARF	RtcR_PspF2	Sorangium cellulosum	539	COG2204	CARF_AAA_HTH		sigma-54-dependent Fis family transcriptional regulator	Non-RN	
MK_CARF_00010349	APR87899.1	CARF	CARF.29.FASTA	2.84E-75	1743	6179	CL1_CARF	RtcR_PspF2	Minicystis rosea	515	pfam06956,COG2204	CARF_AAA_HTH		Response regulator of zinc sigma-54-dependent two-component system	Non-RN	
MK_CARF_00010463	AKU93677.1	CARF	CARF.29.FASTA	4.96E-71	1604	6180	CL1_CARF	RtcR_PspF2	Labilithrix luteola	522	COG2204	CARF_AAA_HTH		Response regulator of zinc sigma-54-dependent two-component system	Non-RN	
MK_CARF_ADD00000269	OHE72922.1	CARF	CARF.350.FASTA		186a	6181	CL1_CARF	RtcR_PspF2	Verrucomicrobia bacterium GWF2_51_19	403	COG3829	CARF_AAA		hypothetical protein A2Y14_04625	Non-RN	
MK_CARF_00011164	WP_071307232.1	CARF	CARF.443.FASTA	2.21E-62	3960	6182	CL1_CARF	RtcR_PspF2	Myroides sp. ZB35	510	COG2204	CARF_AAA_HTH		sigma-54-dependent Fis family transcriptional regulator	Non-RN	
MK_CARF_00010954	WP_095439071.1	CARF	CARF.443.FASTA	1.96E-64	1238	6183	CL1_CARF	RtcR_PspF2	Elizabethkingia anophelis	481	COG2204	CARF_AAA_HTH		sigma-54-dependent Fis family transcriptional regulator	Non-RN	
MK_CARF_00010525	WP_052430615.1	CARF	CARF.443.FASTA	4.67E-68	4459	6184	CL1_CARF	RtcR_PspF2	Hymenobacter sp. DG25B	491	COG3829	CARF_AAA_HTH		hypothetical protein	Non-RN	
MK_CARF_00011090	WP_015691515.1	CARF	CARF.443.FASTA	3.32E-63	3284	6185	CL1_CARF	RtcR_PspF2	Saprospira grandis	534	COG2204	CARF_AAA_HTH		sigma-54-dependent Fis family transcriptional regulator	Non-RN	
MK_CARF_00011665	WP_062542413.1	CARF	CARF.443.FASTA	2.18E-53	3004	6186	CL1_CARF	RtcR_PspF2	Rufibacter tibetensis	510	COG2204	CARF_AAA_HTH		sigma-54-dependent Fis family transcriptional regulator	Non-RN	
MK_CARF_ADD00000219	PWL64386.1	CARF	CARF.404.FASTA		34a	6187	CL1_CARF	RtcR_PspF2	Desulfovibrionaceae bacterium	526	COG2204	CARF_AAA_HTH		hypothetical protein DBY37_02320	Non-RN	
MK_CARF_ADD00000220	PWM67782.1	CARF	CARF.404.FASTA		34a	6188	CL1_CARF	RtcR_PspF2	Desulfovibrionaceae bacterium	498	COG2204	CARF_AAA_HTH		hypothetical protein DBX67_06960	Non-RN	
MK_CARF_ADD00000229	PKO95714.1	CARF	CARF.206.FASTA		211a	33			Bacteroidetes bacterium HGW-Bacteroidetes-7	372		CARF_TM	2	hypothetical protein CVU12_08615, partial	Non-RN	
MK_CARF_00013181	WP_052883812.1	CARF	CARF.334.FASTA	5.54E-11	4112	34	#N/A		Thermofilum uzonense	106	cd09742	CARF_TM	2	hypothetical protein	Non-RN	
MK_CARF_ADD00000261	RMG28764.1	CARF	CARF.204.FASTA		356a	35	CL1_CARF		Euryarchaeota archaeon	157		CARF		hypothetical protein D6732_18430	Non-RN	
MK_CARF_01001245	gene_9|GeneMark.hmm|356_aa|+|9801|10871 AQYM01000020.1	CARF	CARF.427.FASTA	1.58E-18	2776	36	CL1_CARF		Crenarchaeota archaeon SCGC AAA471-B05 YNPFFA_1	356	cd09741	CARF			RN(1)	RN_2_2_2
MK_CARF_00010171	WP_042690693.1	CARF	CARF.66.FASTA	6.11E-89	2292	37	CL1_CARF		Thermococcus nautili	334		CARF		hypothetical protein	Non-RN	
MK_CARF_01001346	KIE59469.1	CARF	CARF.427.FASTA	1.53E-20	416	38	CL1_CARF		Methylacidiphilum kamchatkense Kam1	210	cd09741	CARF_ADA		hypothetical protein A946_02015	RN(1)	RN_2_2_2
MK_CARF_00100053	NP_614561.1	CARF	CARF.5.FASTA	6.38E-145	2161	39			Methanopyrus kandleri AV19	564	pfam09455	CARF_HEPN		hypothetical protein MK1278	Non-RN	
MK_CARF_00010018	AAM02491.1	CARF	CARF.5.FASTA	6.38E-145	2161	40			Methanopyrus kandleri AV19	564	pfam09455	CARF_HEPN		Uncharacterized protein specific for M.kandleri, MK-19 family	Non-RN	
MK_CARF_01001496	gene_446|GeneMark.hmm|570_aa|-|477623|479335 KB890259.1	CARF	CARF.451.FASTA	1.76E-48	782	41	CL1_CARF		Leptotrichia shahii DSM 19757	570		CARF			Non-RN	
MK_CARF_ADD00000379	WP_139840771.1	CARF	CARF.271.FASTA		220a	42	CL1_CARF		Bacillus acidiceler	336		CARF_HEPN		hypothetical protein	Non-RN	
MK_CARF_00010008	WP_012991057.1	CARF	#N/A	1.3E-166	3933	43			Thermocrinis albus	240	cd09660	CARF		hypothetical protein	RN(1)	0
MK_CARF_01000830	ACV38987.1	CARF	CARF.451.FASTA	1.04E-54	3460	44	CL1_CARF		Leptotrichia buccalis C-1013-b	698		CARF		hypothetical protein Lebu_1088	Non-RN	
MK_CARF_00011587	WP_015769332.1	CARF	CARF.451.FASTA	1.04E-54	3460	45	CL1_CARF		Leptotrichia buccalis	698		CARF		hypothetical protein	Non-RN	
MK_CARF_00011604	WP_094080045.1	CARF	CARF.451.FASTA	1.63E-54	30	46	CL1_CARF		Leptotrichia sp. oral taxon 498	710		CARF		hypothetical protein	Non-RN	
MK_CARF_01001444	gene_56|GeneMark.hmm|640_aa|-|65111|67033 KI519444.1	CARF	CARF.451.FASTA	1.47E-51	866	47	CL1_CARF		Leptotrichia trevisanii DSM 22070	640		CARF			Non-RN	
MK_CARF_01001522	gene_4|GeneMark.hmm|410_aa|-|2206|3438 GL995200.1	CARF	CARF.418.FASTA	1.43E-74	1253	48	CL1_CARF		Succinivibrionaceae bacterium WG-1	410	pfam09455	CARF_HEPN			Non-RN	
MK_CARF_ADD00000610	MAG56293.1	CARF	CARF.225.FASTA		92a	49	CL1_CARF		Planctomycetes bacterium	828	pfam09455	CARF_HEPN_CARF		hypothetical protein CMJ83_08390	Non-RN	
MK_CARF_01001971	gene_28|GeneMark.hmm|305_aa|+|20471|21388 BBDM01000013.1	CARF	CARF.121.FASTA	1.48E-18	4026	50	#N/A		Vulcanisaeta sp. JCM 14467	305	cd09728	CARF			Non-RN	
MK_CARF_ADD00000611	MBU76290.1	CARF	CARF.236.FASTA		133a	51			Pseudoalteromonadaceae bacterium	556	cd09741	CARF		hypothetical protein CMK63_04755	Non-RN	
MK_CARF_ADD00000163	ODT03818.1	CARF	CARF.301.FASTA		151a	52	CL1_CARF		Gemmatimonadetes bacterium SCN 70-22	491		CARF_LON		hypothetical protein ABS52_07780	Non-RN	
MK_CARF_00012872	WP_108080297.1	CARF	CARF.112.FASTA	1.97E-27	3136	53	CL1_CARF		Zoogloeaceae bacteirum Par-f-2	340	pfam09002	CARF_PDDEXK		hypothetical protein	Non-RN	
MK_CARF_00011791	WP_005886890.1	CARF	CARF.451.FASTA	1.24E-49	2845	54	CL1_CARF		Fusobacterium mortiferum	571		CARF		hypothetical protein	Non-RN	
MK_CARF_ADD00000605	DAC16722.1	CARF	CARF.241.FASTA		298a	55	CL1_CARF		Candidatus Poseidoniales archaeon	229		CARF_PDDEXK		TPA: hypothetical protein D7I06_04400	Non-RN	
MK_CARF_ADD00000201	EIY61218.1	CARF	CARF.258.FASTA		46a	56			Bacteroides salyersiae CL02T12C01	389		CARF_TM	4	hypothetical protein HMPREF1071_03089	Non-RN	
MK_CARF_ADD00000200	WP_044094007.1	CARF	CARF.258.FASTA		46a	57			Bacteroides salyersiae	367		CARF_TM	3	hypothetical protein	Non-RN	
MK_CARF_ADD00000109	WP_127010934.1	CARF	CARF.149.FASTA		22a	58	CL1_CARF		Veillonella sp. CHU594	929	cd09732	CARF_HEPN		hypothetical protein	Non-RN	
MK_CARF_ADD00000110	WP_127148507.1	CARF	CARF.149.FASTA		22a	59	CL1_CARF		Veillonella sp. VA139	929	pfam09455	CARF_HEPN		hypothetical protein	Non-RN	
MK_CARF_ADD00000135	WP_127167048.1	CARF	CARF.289.FASTA		90a	60	CL1_CARF		Veillonella sp. CHU732	904	pfam09455	CARF_HEPN		hypothetical protein	Non-RN	
MK_CARF_01001188	gene_15|GeneMark.hmm|488_aa|+|15084|16550 JTLC01000059.1	CARF	CARF.28.FASTA	2.86E-124	702	61	CL1_CARF		Firmicutes bacterium ZOR0006 L989_59	488	pfam09455	CARF_HEPN			Non-RN	
MK_CARF_00011247	WP_015691635.1	CARF	CARF.43.FASTA	3.92E-67	2058	64			Saprospira grandis	608	COG1221	CARF_AAA		transcriptional regulator	Non-RN	
MK_CARF_01001105	gene_96|GeneMark.hmm|659_aa|-|108372|110351 KB899641.1	CARF	CARF.238.FASTA	4.13E-30	3139	65	CL1_CARF		Succinimonas amylolytica DSM 2873	659	pfam09455	CARF_HEPN			Non-RN	
MK_CARF_00012675	WP_122934722.1	CARF	CARF.122.FASTA	2.15E-38	3181	66	CL1_CARF		Runella sp. SP2	473		CARF_HEPN		hypothetical protein	Non-RN	
MK_CARF_00012035	BAJ50795.1	CARF	CARF.211.FASTA	8.05E-46	2775	67	CL1_CARF		Candidatus Caldiarchaeum subterraneum	253		CARF_HTH		hypothetical protein CSUB_C0941	Non-RN	
MK_CARF_00101319	ZP_21484173.1	CARF	CARF.460.FASTA	2.39E-10	1326	172	#N/A		Halalkalicoccus jeotgali B3	169		CARF		hypothetical protein C497_00290	Non-RN	
MK_CARF_00013151	WP_008413618.1	CARF	CARF.460.FASTA	2.39E-10	1326	173	#N/A		Halalkalicoccus jeotgali	169		CARF		hypothetical protein	Non-RN	
MK_CARF_00100637	YP_003739018.1	CARF	CARF.460.FASTA	4.52E-09	3421	174	#N/A		Halalkalicoccus jeotgali B3	166		CARF		hypothetical protein HacjB3_19453 (plasmid)	Non-RN	
MK_CARF_00013143	WP_049888644.1	CARF	CARF.460.FASTA	2.74E-10	842	176	#N/A		Natronococcus occultus	178		CARF		hypothetical protein	Non-RN	
MK_CARF_00012078	WP_048112494.1	CARF	CARF.302.FASTA	4.55E-44	2665	210	#N/A		Candidatus Methanoplasma termitum	249		CARF		hypothetical protein	Non-RN	
MK_CARF_00013137	WP_048046311.1	CARF	CARF.460.FASTA	3.73E-12	2212	242	#N/A		Methanosarcina mazei	228	cd00090	CARF		hypothetical protein	Non-RN	
MK_CARF_ADD00000548	TET07410.1	CARF	CARF.281.FASTA		362a	441	#N/A		Candidatus Thorarchaeota archaeon	139		CARF		ArsR family family	Non-RN	
MK_CARF_ADD00000442	TLZ65295.1	CARF	CARF.170.FASTA		377a	467	#N/A		Euryarchaeota archaeon	64		CARF		hypothetical protein E6K16_03050, partial	Non-RN	
MK_CARF_ADD00000459	PSG96229.1	CARF	CARF.309.FASTA		341a	486	#N/A		Thermoplasmatales archaeon SW_10_69_26	185	cd09655	CARF		hypothetical protein BRD56_11930	Non-RN	
MK_CARF_ADD00000590	OGS50834.1	CARF	CARF.166.FASTA		1a	508	#N/A		Euryarchaeota archaeon RBG_16_68_12	167	cd09655	CARF		hypothetical protein A3K65_09480	Non-RN	
MK_CARF_00013006	WP_048176860.1	CARF	CARF.114.FASTA	9.94E-24	2628	558	#N/A		Methanosarcina barkeri	165	cd09655	CARF		hypothetical protein	Non-RN	
MK_CARF_00013007	AKB15116.1	CARF	CARF.60.FASTA	6.36E-22	2582	606	#N/A		Methanosarcina thermophila CHTI-55	109	cd09655	CARF		Transcriptional regulator	Non-RN	
MK_CARF_ADD00000598	DAC20110.1	CARF	CARF.160.FASTA		289a	701			Candidatus Poseidoniales archaeon	234		CARF		TPA: hypothetical protein D7H89_07310	Non-RN	
MK_CARF_00012992	WP_048096135.1	CARF	CARF.227.FASTA	1.05E-22	2277	891	#N/A		Archaeoglobus fulgidus	100	cd09655	CARF		CRISPR locus-related DNA-binding protein	Non-RN	
MK_CARF_00013209	WP_048096133.1	CARF	CARF.227.FASTA	2.69E-08	918	892	#N/A		Archaeoglobus fulgidus	122	cd09655	CARF		CRISPR locus-related DNA-binding protein	Non-RN	
MK_CARF_00013033	WP_011821831.1	CARF	CARF.448.FASTA	1.89E-20	2392	927	#N/A		Hyperthermus butylicus	131	cd09655	CARF		hypothetical protein	Non-RN	
MK_CARF_ADD00000353	KUO92405.1	CARF	CARF.294.FASTA		345a	970	#N/A		Thermocladium sp. ECH_B	166		CARF_TM	1	hypothetical protein AT710_03530	Non-RN	
MK_CARF_ADD00000500	PSN99209.1	CARF	CARF.319.FASTA		77a	987	#N/A		Candidatus Marsarchaeota G2 archaeon ECH_B_SAG-F08	89		CARF		hypothetical protein B9Q11_01170	Non-RN	
MK_CARF_ADD00000499	PSN83058.1	CARF	CARF.319.FASTA		77a	988	#N/A		Candidatus Marsarchaeota G1 archaeon BE_D	89		CARF		hypothetical protein B9Q02_10965	Non-RN	
MK_CARF_ADD00000502	PSN83059.1	CARF	CARF.319.FASTA		76a	991	#N/A		Candidatus Marsarchaeota G1 archaeon BE_D	125	cd09655	CARF_TM	1	hypothetical protein B9Q02_10970	Non-RN	
MK_CARF_ADD00000501	PSN92288.1	CARF	CARF.319.FASTA		76a	992	#N/A		Candidatus Marsarchaeota G2 archaeon ECH_B_SAG-M15	107	cd09655	CARF_TM	1	hypothetical protein B9Q08_01575	Non-RN	
MK_CARF_00013130	AET32344.1	CARF	CARF.57.FASTA	1.62E-15	2323	1002	#N/A		Pyrobaculum ferrireducens	122		CARF		hypothetical protein P186_0903	Non-RN	
MK_CARF_01001397	ACB39522.1	CARF	CARF.57.FASTA	2.02E-52	1425	1003	#N/A		Pyrobaculum neutrophilum V24Sta	158		CARF		hypothetical protein Tneu_0580	Non-RN	
MK_CARF_00011686	ACB39522.1	CARF	CARF.57.FASTA	2.02E-52	1425	1004	#N/A		Pyrobaculum neutrophilum V24Sta	158		CARF		hypothetical protein Tneu_0580	Non-RN	
MK_CARF_01001396	ABL88707.1	CARF	CARF.57.FASTA	1.44E-50	1521	1005	#N/A		Pyrobaculum islandicum DSM 4184	218		CARF		hypothetical protein Pisl_1552	Non-RN	
MK_CARF_00011762	WP_011763282.1	CARF	CARF.57.FASTA	1.44E-50	1521	1006	#N/A		Pyrobaculum islandicum	218		CARF		hypothetical protein	Non-RN	
MK_CARF_00101286	ZP_20407987.1	CARF	CARF.227.FASTA	2.43E-23	741	1024	#N/A		Haloferax sp. BAB2207	163		CARF		CRISPR-associated DNA-binding Csa3	Non-RN	
MK_CARF_00101403	ZP_21644941.1	CARF	CARF.227.FASTA	2.43E-23	2138	1025	#N/A		Haloferax gibbonsii ATCC 33959	163		CARF		CRISPR-associated DNA-binding Csa3	Non-RN	
MK_CARF_00101343	ZP_21541215.1	CARF	CARF.227.FASTA	1.62E-20	1341	1037	#N/A		Natrialba hulunbeirensis JCM 10989	176	cd09655	CARF		hypothetical protein C483_00405	Non-RN	
MK_CARF_ADD00000597	OIQ05665.1	CARF	CARF.254.FASTA		366a	1066	#N/A		Candidatus Altiarchaeum sp. CG2_30_32_3053	135		CARF		hypothetical protein AUK59_03015	Non-RN	
MK_CARF_00013150	WP_049790683.1	CARF	CARF.334.FASTA	5.41E-14	4314	1195	#N/A		Trichormus azollae	125	cd09742	CARF		hypothetical protein	RN(1)	RN_2_1_2
MK_CARF_01001939	gene_2|GeneMark.hmm|284_aa|+|660|1514 LFSU01000069.1	CARF	CARF.334.FASTA	2.71E-25	3642	1215	#N/A		Clostridia bacterium DTU014	284	cd09742	CARF			RN(0)	RN_2_1_2
MK_CARF_01001950	gene_2|GeneMark.hmm|304_aa|+|640|1554 JQLX01000002.1	CARF	CARF.334.FASTA	1.21E-48	4178	1248	#N/A		Hippea jasoniae strain Mar08-272r EK17	304	cd09742	CARF_RelE			RN(0)	RN_2_1_2
MK_CARF_01001778	ACL11120.1	CARF	CARF.334.FASTA	5.27E-30	969	1352	#N/A		Desulfurococcus kamchatkensis 1221n	249	cd09742	CARF		putative CRISPR-associated protein, APE2256 family	RN(0)	RN_2_1_1
MK_CARF_00100378	YP_002428487.1	CARF	CARF.334.FASTA	5.27E-30	969	1353	#N/A		Desulfurococcus kamchatkensis 1221n	249	cd09742	CARF		putative CRISPR-associated protein	RN(0)	RN_2_1_1
MK_CARF_01000102	gene_244|GeneMark.hmm|160_aa|-|142119|142601 BBBI01000005.1	CARF	CARF.334.FASTA	1.4E-21	4053	1413	#N/A		Vulcanisaeta distributa JCM 11216	160	cd09742	CARF			RN(0)	RN_2_1_1
MK_CARF_01000103	gene_2|GeneMark.hmm|207_aa|-|285|908 BBBF01000011.1	CARF	CARF.334.FASTA	1.94E-30	350	1422	#N/A		Thermocladium modestius JCM 10088	207	cd09742	CARF			RN(0)	RN_2_1_1
MK_CARF_00013108	WP_052883813.1	CARF	CARF.334.FASTA	1.56E-16	3238	1433	#N/A		Thermofilum uzonense	149	cd09742	CARF		hypothetical protein	RN(1)	RN_2_1_1
MK_CARF_00013060	WP_080561271.1	CARF	CARF.334.FASTA	3.26E-19	1629	1455	#N/A		Parageobacillus thermoglucosidasius	106	cd09742	CARF		hypothetical protein	RN(0)	RN_2_1_2
MK_CARF_00101041	YP_006346521.1	CARF	CARF.334.FASTA	7.56E-41	4148	1480	#N/A		Mesotoga prima MesG1.Ag.4.2	354	cd09742	CARF_RelE		CRISPR-associated protein, APE2256 family	RN(0)	RN_2_1_2
MK_CARF_00100117	YP_476865.1	CARF	CARF.334.FASTA	7.33E-16	170	1498	#N/A		Synechococcus sp. JA-2-3B'a(2-13)	230	cd09742	CARF		CRISPR-associated protein	RN(0)	RN_2_1_1
MK_CARF_01001876	EDX72878.1	CARF	CARF.334.FASTA	7.73E-41	1043	1557	#N/A		Coleofasciculus chthonoplastes PCC 7420	339	cd09742	CARF_RelE		putative CRISPR-associated protein, APE2256 family	RN(0)	RN_2_1_2
MK_CARF_00100458	ZP_05029161.1	CARF	CARF.334.FASTA	7.73E-41	1043	1558	#N/A		Coleofasciculus chthonoplastes PCC 7420	339	cd09742	CARF_RelE		putative CRISPR-associated protein, APE2256 family	RN(0)	RN_2_1_2
MK_CARF_01001880	gene_216|GeneMark.hmm|353_aa|+|242625|243686 AFIE01000001.1	CARF	CARF.334.FASTA	7.04E-16	1855	1574	#N/A		Acinetobacter sp. P8-3-8	353	cd09742	CARF_RelE_TM	1		RN(0)	RN_2_1_2
MK_CARF_00012782	WP_122934710.1	CARF	CARF.334.FASTA	5.41E-31	3006	1611	#N/A		Runella sp. SP2	359	cd09742	CARF_RelE		hypothetical protein	RN(0)	RN_2_1_2
MK_CARF_00012998	WP_049784374.1	CARF	CARF.334.FASTA	2.24E-22	3287	1620	#N/A		Alicyclobacillus acidocaldarius	364	cd09742	CARF_RelE		hypothetical protein	RN(1)	RN_2_1_2
MK_CARF_00100984	YP_005518995.1	CARF	CARF.334.FASTA	1.98E-22	298	1621	#N/A		Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1	352	cd09742	CARF_RelE		hypothetical protein TC41_2581	RN(0)	RN_2_1_2
MK_CARF_01000909	gene_89|GeneMark.hmm|339_aa|+|95155|96174 BCSG01000006.1	CARF	CARF.334.FASTA	8.86E-23	1268	1622	#N/A		Alicyclobacillus mali NBRC 102425	339	cd09742	CARF_RelE			RN(0)	RN_2_1_2
MK_CARF_ADD00000120	RJQ24340.1	CARF	CARF.150.FASTA		286a	1633			Candidatus Parcubacteria bacterium	239		CARF		hypothetical protein C4565_10070	RN(1)	RN_2_1_2
MK_CARF_01001104	gene_22|GeneMark.hmm|325_aa|+|20601|21578 ANAC01000032.1	CARF	CARF.334.FASTA	2.61E-19	1404	1646	#N/A		Nocardiopsis alba DSM 43377	325	cd09742	CARF_RelE			RN(1)	RN_2_13
MK_CARF_01000910	GAK61622.1	CARF	CARF.334.FASTA	1.01E-31	440	1654	#N/A		bacterium UASB270	702	cd09742	CARF_HD		CRISPR-associated protein APE2256	RN(1)	RN_2_1_2
MK_CARF_00012386	WP_096811424.1	CARF	CARF.438.FASTA	2.69E-39	4191	1681	#N/A		Streptococcus thermophilus	391	cd09746	CARF_HEPN		type III-A CRISPR-associated protein Csm6	Non-RN	
MK_CARF_00101025	YP_006002488.1	CARF	CARF.438.FASTA	1.37E-39	1980	1682	#N/A		Streptococcus thermophilus ND03	391	cd09746	CARF_HEPN		hypothetical protein	Non-RN	
MK_CARF_00012366	WP_014608286.1	CARF	CARF.438.FASTA	1.37E-39	1980	1683	#N/A		Streptococcus thermophilus	391	cd09746	CARF_HEPN		type III-A CRISPR-associated protein Csm6	Non-RN	
MK_CARF_00012365	WP_064353203.1	CARF	CARF.438.FASTA	1.37E-39	2337	1684	#N/A		Streptococcus thermophilus	391	cd09746	CARF_HEPN		type III-A CRISPR-associated protein Csm6	Non-RN	
MK_CARF_00100084	YP_139443.1	CARF	CARF.438.FASTA	8.16E-25	1637	1685	#N/A		Streptococcus thermophilus LMG 18311	342	cd09746	CARF_HEPN		hypothetical protein stu0966	Non-RN	
MK_CARF_00000126	YP_139443.1	CARF	CARF.438.FASTA	8.16E-25	1637	1686	#N/A		Streptococcus thermophilus LMG 18311	342	cd09746	CARF_HEPN		hypothetical protein stu0966	Non-RN	
MK_CARF_00012364	WP_065973184.1	CARF	CARF.438.FASTA	1.37E-39	497	1687	#N/A		Streptococcus thermophilus	391	cd09746	CARF_HEPN		type III-A CRISPR-associated protein Csm6	Non-RN	
MK_CARF_01000280	AAV62545.1	CARF	CARF.438.FASTA	3.28E-38	3231	1688	#N/A		Streptococcus thermophilus CNRZ1066	399	cd09746	CARF_HEPN		unknown protein	Non-RN	
MK_CARF_00000127	YP_141360.1	CARF	CARF.438.FASTA	3.28E-38	3231	1689	#N/A		Streptococcus thermophilus CNRZ1066	399	cd09746	CARF_HEPN		hypothetical protein str0965	Non-RN	
MK_CARF_00012461	WP_011227187.1	CARF	CARF.438.FASTA	3.28E-38	3231	1690	#N/A		Streptococcus thermophilus	399	cd09746	CARF_HEPN		type III-A CRISPR-associated protein Csm6	Non-RN	
MK_CARF_00100085	YP_141360.1	CARF	CARF.438.FASTA	3.28E-38	3231	1691	#N/A		Streptococcus thermophilus CNRZ1066	399	cd09746	CARF_HEPN		hypothetical protein str0965	Non-RN	
MK_CARF_00012456	WP_059257443.1	CARF	CARF.438.FASTA	2.85E-38	1822	1692	#N/A		Streptococcus thermophilus	391	cd09746	CARF_HEPN		type III-A CRISPR-associated protein Csm6	Non-RN	
MK_CARF_00100534	ZP_06198702.1	CARF	CARF.438.FASTA	7.63E-31	2270	1708	#N/A		Streptococcus sp. M143	349	cd09746	CARF_HEPN		conserved hypothetical protein	Non-RN	
MK_CARF_01000270	EGL99462.1	CARF	CARF.438.FASTA	4.74E-39	1097	1751	#N/A		Lactobacillus salivarius NIAS840	350	cd09746	CARF_HEPN		CRISPR-associated protein Csm6	Non-RN	
MK_CARF_00101155	ZP_12435982.1	CARF	CARF.438.FASTA	4.74E-39	1097	1752	#N/A		Lactobacillus salivarius NIAS840	350	cd09746	CARF_HEPN		CRISPR-associated protein Csm6	Non-RN	
MK_CARF_00100642	ZP_07205941.1	CARF	CARF.438.FASTA	9.87E-26	1923	1755	#N/A		Lactobacillus salivarius ACS-116-V-Col5a	311	cd09746	CARF_HEPN		putative CRISPR-associated protein, Csm6 family	Non-RN	
MK_CARF_00012579	WP_080951846.1	CARF	CARF.438.FASTA	4.11E-36	1055	1756	#N/A		Lactobacillus salivarius	349	cd09746	CARF_HEPN		CRISPR-associated protein Csm6	Non-RN	
MK_CARF_01000331	gene_111|GeneMark.hmm|417_aa|+|116544|117797 KE387267.1	CARF	CARF.438.FASTA	9.17E-48	772	1853	#N/A		Desulfotomaculum alcoholivorax DSM 16058	417	pfam09659	CARF_HEPN			Non-RN	
